,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
100,7614,0.8850003176704352,32,0.7793610345879878,11
101,7615,0.8420488048147747,33,0.7698887440544981,12
102,7616,0.7771124716661683,33,0.7146055725628808,10
103,7617,0.8198787499008183,32,0.7254422249908729,18
104,7618,0.8170257224431349,34,0.7392474697211311,11
105,7619,0.8446147628371803,34,0.7406832502086854,11
106,7621,0.8185270216438523,33,0.7483170736094429,12
107,7624,0.8263157457386594,33,0.7501335453891005,20
108,7625,0.8437968876361257,34,0.7185548561748651,10
109,7626,0.8573807256426141,33,0.8196541461622869,12
110,7627,0.8752946199072396,35,0.8212783658461857,17
111,7628,0.8768665442697453,34,0.8055524530497898,12
112,7629,0.8369330788869408,70,0.7631035905064114,12
113,7631,0.8970233065083111,33,0.8067293739903061,10
114,7632,0.8983866346431264,33,0.8357453258872227,15
115,7633,0.878883595669161,32,0.811267257589513,16
116,7634,0.8981584614777096,44,0.8581117242748053,12
117,7635,0.8375152692647215,33,0.7780057367110577,12
118,7636,0.819167375962422,32,0.7469912425702899,10
119,7637,0.893723020463821,34,0.8382311808408425,15
120,7638,0.8084146757962294,34,0.7647696977268145,13
121,7640,0.8450250927183128,34,0.7582673158848612,13
122,7641,0.834207967946673,34,0.7397379440317519,17
123,7642,0.796583002163221,39,0.7201266632635984,10
124,7643,0.8644475820751965,34,0.8259444043224482,10
125,7644,0.8586166446594805,44,0.8331088782377667,9
126,7646,0.8766444502902737,43,0.7807699270796262,10
127,7647,0.8117627721829417,32,0.7904646888544398,13
128,7648,0.8504579035372992,44,0.7962311440014295,10
129,7649,0.8901544239653247,34,0.8214853805833322,11
130,7650,0.8413349637660247,31,0.7653983400232043,12
131,7651,0.8781997630322292,33,0.8196825778063938,10
132,7652,0.8371291899607931,33,0.7660714733499411,18
133,7654,0.8303904994583055,34,0.7926640933533582,9
134,7655,0.8204400081656101,33,0.6991345521825564,11
135,7656,0.8048060055347855,34,0.7216873420709757,13
136,7657,0.8520870536536467,46,0.7132923844882775,10
137,7659,0.8264458201620284,31,0.7665625363151123,11
138,7660,0.9074795806568201,33,0.8449152277944167,12
139,7661,0.7869823729581836,35,0.7209266658949475,13
140,7662,0.8230975715095443,34,0.7437336004735486,10
141,7664,0.8581304427558953,32,0.8126989701552291,10
142,7665,0.8470206549900154,33,0.789993645521811,10
143,7667,0.8337541097705512,38,0.7635089576562671,12
144,7669,0.8706725558275025,33,0.8141853499820043,12
145,7670,0.8339549516890882,34,0.7808309145557574,10
146,7671,0.773804080164681,33,0.6965966723512625,9
147,7672,0.8518650403898018,68,0.8133505387149199,15
148,7673,0.9054429318480419,35,0.8400803013625375,11
149,7674,0.8646131389736504,33,0.7954980089467729,10
150,7675,0.8816194099217028,38,0.877109728792181,12
151,7676,0.8730291908389768,34,0.8061238907395321,17
152,7677,0.7874315863713116,33,0.6888566447100266,11
153,7678,0.9213260573328046,34,0.8140100084833629,10
154,7679,0.8330552323562993,33,0.7557365664248683,10
155,7680,0.8511963022677498,32,0.7952559290080747,13
156,7681,0.7859157026163592,34,0.7221513472832592,10
157,7682,0.8612639309383872,33,0.7920439943766137,12
158,7683,0.8992444321356059,36,0.8128679930783008,11
159,7686,0.8698941787506581,33,0.7720587155887271,11
160,7687,0.9009675699076011,36,0.8632381472475649,13
161,7688,0.78480530984089,33,0.6748203141085956,12
162,7689,0.7754174203800995,33,0.6631091658210715,12
163,7690,0.8345636543256197,33,0.7628634024819387,19
164,7691,0.8923755517105404,32,0.7995134162181814,14
165,7692,0.8209347993233008,34,0.7663538047840708,11
166,7694,0.9012343790858023,34,0.8478116468559875,12
167,7696,0.8684845675072479,33,0.8040705619096568,14
168,7697,0.884690721074595,34,0.7986198622239189,11
169,7698,0.8583884698701595,50,0.7966856484623855,15
170,7699,0.8420613592151384,34,0.7611227574216003,11
171,7701,0.8595614304772263,90,0.8102738039319352,10
172,7702,0.8716961427478801,33,0.80278142766436,14
173,7703,0.7695013589494656,51,0.7217157209571079,12
174,7704,0.7583398457982047,33,0.6569761578036986,9
175,7705,0.8429668949602545,32,0.7757011929691723,17
176,7706,0.8788295178155985,33,0.811704871737773,12
177,7707,0.8273856537932406,34,0.643433020367148,11
178,7710,0.911531189033091,31,0.8250376610069455,17
179,7711,0.8783823394316922,46,0.8280315263839994,14
180,7713,0.8317911686030939,33,0.7749130288486232,17
181,7714,0.8613586595114061,34,0.7550842836967737,12
182,7715,0.8133043468866583,33,0.7207849235228357,12
183,7716,0.8142166491026797,44,0.7446270812580117,10
184,7717,0.9016086708515272,32,0.8515650673149987,13
185,7718,0.8837068956024088,33,0.8062456848770706,10
186,7719,0.8969074144288282,33,0.8456047962106861,11
187,7720,0.8691248078441675,33,0.8364999933298461,13
188,7721,0.8002502466693748,41,0.733078826980239,17
189,7722,0.875876105157999,34,0.8237990678148703,16
190,7723,0.8485739120793315,33,0.7675858185876319,17
191,7724,0.9121913235482749,33,0.84313192980999,10
192,7725,0.878546006983719,34,0.8107071527078497,12
193,7726,0.8548397809551077,43,0.802420677993595,9
194,7728,0.9039241891165533,34,0.8435208195386165,14
195,7729,0.8421437848662884,48,0.769095746619911,11
196,7731,0.8719494981531749,33,0.8074071330612319,11
197,7732,0.8251385607536561,33,0.7737880526894663,10
198,7736,0.8803844950188207,33,0.8352578879765005,12
199,7737,0.8725991432669967,33,0.7941274832927877,12
200,7738,0.8589268538983046,35,0.8045969770053096,9
201,7739,0.8359415238691688,34,0.7781612676775647,12
202,7740,0.8778814852233123,33,0.7996717933232074,11
203,7741,0.8296268196824267,31,0.780076237128799,13
204,7742,0.9031160324309639,34,0.8311546050298304,9
205,7743,0.8567126098254008,34,0.7773409517573946,10
206,7745,0.834651544245284,34,0.7573917187184072,12
207,7746,0.818979354328999,33,0.7429815695458489,9
208,7748,0.8460370565417605,50,0.7829923953765185,15
209,7749,0.8485509799264803,34,0.7835184184896742,12
210,7751,0.9007051794661458,33,0.8475898183202569,15
211,7752,0.8262442517650398,33,0.7728116212715282,13
212,7753,0.8846090265072099,38,0.7910106002695797,10
213,7754,0.8569127557080527,33,0.7782389587298112,10
214,7756,0.8325947010159217,42,0.7532723411894748,11
215,7757,0.8960855166436006,34,0.8294564283970465,13
216,7758,0.8231181264264527,37,0.7635442972404232,14
217,7759,0.8182037367017032,33,0.8432227702082944,13
218,7760,0.8576870081691776,33,0.8297755999469338,11
219,7761,0.8439331901178606,33,0.7907423937737748,24
220,7762,0.8776740235714039,34,0.8224461560560944,15
221,7763,0.8458321623034684,33,0.7733737020084349,10
222,7769,0.914966085404363,33,0.7931840056167275,10
223,7770,0.8421639044307635,38,0.7795747224339293,9
224,7771,0.8433288432127273,30,0.76731642509827,10
225,7772,0.8986842425319519,34,0.8404544404665275,15
226,7773,0.876168817496246,34,0.8246979350181342,11
227,7774,0.892067742604902,34,0.8230086271825726,10
228,7775,0.8586853992912886,38,0.7707488443635467,11
229,7777,0.8091543499053178,32,0.728763556674491,11
230,7780,0.8290790568937239,41,0.7484805362096906,12
231,7782,0.8854015821456396,34,0.8069426214943833,19
232,7783,0.8515432351260128,44,0.782845222256697,11
233,7784,0.8168652988838377,34,0.7129778428812399,12
234,7785,0.8533185279083597,33,0.753646492046288,10
235,7786,0.8517153352291879,32,0.7829482993815867,9
236,7787,0.8266017934329334,33,0.7881893663910664,15
237,7788,0.8717445295769175,31,0.7996956604791232,10
238,7789,0.8610715774622294,34,0.8108325418646714,10
239,7792,0.88455183460514,34,0.815433021440033,10
240,7793,0.7246514337039868,51,0.6668134692971768,13
241,7795,0.8384940413907008,33,0.7604943616668252,12
242,7799,0.8678184470129481,33,0.7478312154231457,10
243,7800,0.8131316903277978,33,0.7385454313358601,16
244,7801,0.8140545094828802,40,0.7424223095726947,12
245,7802,0.8608448991320968,33,0.7736597119835177,10
246,7803,0.8565769095475966,34,0.7800538098451179,10
247,7804,0.837600796857193,34,0.7684812831526021,11
248,7805,0.782660243177527,32,0.7148955539323704,10
249,7806,0.840873814803849,32,0.7717376966701203,11
250,7807,0.9043025950238579,33,0.8436302725347254,11
251,7808,0.9126610534964017,34,0.8358481701924018,15
252,7809,0.8455706695045111,32,0.7846138615192677,17
253,7811,0.8747620264256301,35,0.8218542393860392,10
254,7812,0.826134675433861,52,0.7817443945671478,11
255,7813,0.8649835516163888,33,0.7645736200831448,14
256,7815,0.8639540839732006,32,0.790106792401683,14
257,7816,0.8262340976622232,54,0.7469608552694343,12
258,7817,0.8371384051070897,33,0.7642176742720197,15
259,7818,0.8825137201407097,40,0.7997692607112938,12
260,7819,0.8455706695045111,32,0.7846138615192677,16
261,7820,0.8215953226392401,44,0.7707712345505532,15
262,7821,0.8223539491618311,30,0.7762999021945733,13
263,7822,0.8610172345811178,33,0.7789039554213395,10
264,7823,0.8568718563762259,33,0.8025662091447924,14
265,7824,0.8549548384675885,32,0.8027647636779167,9
266,7825,0.8788180943447238,34,0.8090162816523789,14
267,7826,0.8844358902754414,33,0.8082945540775925,10
268,7828,0.8955346988881248,32,0.7991323039293448,13
269,7830,0.8894621342149709,33,0.8307530863822675,13
270,7831,0.893556552788113,32,0.8381108933406161,10
271,7832,0.8291172473943716,34,0.7674487352814625,13
272,7833,0.8607392699499904,31,0.7754572518273464,14
273,7834,0.7785450939038321,34,0.7155495812414008,11
274,7835,0.8030822710071568,34,0.7313532103223339,9
275,7837,0.88032937909294,33,0.7822709114685472,12
276,7838,0.8869115382305698,34,0.8511590962555649,10
277,7839,0.8163509040749537,33,0.6804260639531019,10
278,7840,0.7740792542937296,35,0.6748367560036671,10
279,7841,0.8403994250000585,49,0.7930409206650845,14
280,7842,0.8656697924333893,34,0.8142561490138792,12
281,7844,0.7983893545519933,30,0.7033733982003315,14
282,7846,0.8662769891047116,34,0.7820387414090924,9
283,7848,0.8195721500595877,33,0.7814020353238059,10
284,7849,0.8524047202749074,33,0.7845928301763011,10
285,7851,0.8815464211793747,32,0.8001431922313531,10
286,7852,0.8452017105960619,31,0.7535358793269221,10
287,7853,0.8720116218497977,40,0.7924171515378756,10
288,7854,0.8505053020610709,32,0.812385433695932,12
289,7856,0.8084312776831072,33,0.8018567268474566,11
290,7858,0.9229216651368339,55,0.825924810103611,10
291,7861,0.919777476104209,33,0.8510221726845897,16
292,7862,0.8709824081271407,38,0.8448045492616526,9
293,7863,0.8322362295085979,50,0.7454179338505766,12
294,7865,0.886330176823171,32,0.8269446098902253,10
295,7867,0.8754987610636943,33,0.7752487464180658,13
296,7868,0.8294316907165045,33,0.7614928192620433,13
297,7869,0.8426463538293355,33,0.8027109000225503,12
298,7872,0.8040601489792432,37,0.7396968281450211,10
299,7873,0.8771424544782624,47,0.8140002031221762,12
300,7874,0.8454238716781037,32,0.7464401928825852,12
301,7875,0.876780610723578,33,0.8241009659297952,10
302,7878,0.8875068995278917,34,0.8545055066901919,10
303,7879,0.8371369340900239,33,0.7713017244741658,9
304,7880,0.7652757711504568,48,0.7240087568555833,19
305,7883,0.9024902918492372,34,0.7986576030069841,12
306,7884,0.8587120081309239,34,0.7591591167789017,11
307,7885,0.8822506195823577,41,0.8218739598397937,10
308,7886,0.8848511907433294,34,0.8286029595047778,11
309,7887,0.8591607762700324,34,0.7886934316045109,9
310,7888,0.8263059214538683,33,0.7995775781030482,10
311,7889,0.898177841166168,34,0.844465440221378,15
312,7890,0.8321832483732892,34,0.7615009632360936,14
313,7891,0.8592336577312274,34,0.806493520384918,10
314,7892,0.886550617892572,39,0.8307191813321686,12
315,7893,0.858454796363666,32,0.7934959533630925,12
316,7894,0.8975253752108032,33,0.8177003017908686,15
317,7895,0.8510872467058591,32,0.7488324943067372,10
318,7896,0.8810251136902661,71,0.8759507925407047,33
319,7897,0.8850780290858477,33,0.8484079137610201,10
320,7898,0.8742994868853433,35,0.8375158518210934,10
321,7899,0.9113940233167357,33,0.8628697143365056,11
322,7901,0.8855594216242831,31,0.8068418668813355,28
323,7902,0.8000710768951775,33,0.6887774492055135,11
324,7903,0.8123471972284426,34,0.6996066866844037,11
325,7904,0.8803442749595445,33,0.8075063133922453,10
326,7906,0.8159587118287599,33,0.7755413907925659,11
327,7907,0.8346705126869969,34,0.7494323653198403,15
328,7908,0.8459337957481994,51,0.8320179610933794,12
329,7909,0.8307687524632258,32,0.7777254561686913,11
330,7910,0.7929952774483299,34,0.7182183065962421,17
331,7912,0.7771119924760226,31,0.7118779651473445,11
332,7913,0.862389174311919,32,0.756998077934643,11
333,7915,0.8568827777768663,34,0.7484753964982638,13
334,7916,0.9001069475486407,33,0.8172601186668589,13
335,7917,0.8344994153783786,33,0.8135705367126143,11
336,7918,0.8615268925602817,34,0.8129259417647042,10
337,7919,0.8413540620507155,32,0.7607555097968355,11
338,7920,0.8753406637873408,33,0.8017145034625016,19
339,7921,0.8783807676624168,34,0.7379971280339171,12
340,7923,0.8180814196937571,33,0.7278039360510261,9
341,7925,0.8026520475748671,32,0.781570877712142,14
342,7926,0.8685479039553787,31,0.820773479251214,12
343,7927,0.8179572079018406,33,0.8111410972107272,13
344,7928,0.844983533826575,33,0.8122622979988662,10
345,7929,0.8493125034731055,51,0.7518239149708895,10
346,7930,0.9014856098894909,33,0.8242855008128622,10
347,7931,0.835975045707911,33,0.7826954848996556,12
348,7933,0.8278558460114256,33,0.739362217772775,11
349,7935,0.8929138666724284,34,0.7907174747894403,9
350,7936,0.8293585250947682,32,0.6984245929551127,13
351,7939,0.8929741404032785,33,0.8518010890011678,13
352,7940,0.8627726003749756,33,0.8062371865208711,15
353,7941,0.8594597689198139,45,0.7793055580132666,12
354,7942,0.8952189699535607,38,0.8319458903044055,10
355,7944,0.8523160075897116,34,0.8126014129219482,12
356,7945,0.8798478089005404,46,0.7961470353799401,13
357,7946,0.8529552559558913,33,0.7749041892333758,15
358,7947,0.8120877332572618,34,0.7279213502919148,11
359,7948,0.8812351345779469,32,0.831161793780175,10
360,7951,0.873590291823553,32,0.8089163122443219,12
361,7952,0.9110111314486811,33,0.8049034704854925,11
362,7953,0.8534706636039835,34,0.7255482840756743,25
363,7954,0.8835630745753787,34,0.8783287603437796,10
364,7955,0.829935988498872,33,0.7722293455320705,10
365,7956,0.8530901093474246,34,0.776440958327898,13
366,7957,0.8481275015998617,34,0.7795259020351757,13
367,7958,0.8457266461461206,33,0.7494212823796637,16
368,7959,0.8719262888501874,34,0.7956211259344773,10
369,7961,0.8475654825812754,34,0.8157631638070721,11
370,7962,0.8105373850212302,33,0.7548577735464739,19
371,7963,0.9171345550112482,34,0.8310627422809131,12
372,7964,0.814441935017331,33,0.7037482953749552,11
373,7967,0.9175194039975865,33,0.8494530696573334,16
374,7969,0.789030113813515,33,0.7149454529862462,12
375,7970,0.8473227111151408,82,0.7643791117178905,24
376,7972,0.8089219602970071,33,0.7108298976048503,10
377,7973,0.8771523790922795,33,0.7801794892137217,11
378,7975,0.8413947346243024,43,0.8167455846169879,11
379,7976,0.8457729812451428,32,0.8014287738669458,9
380,7977,0.8644372251791659,51,0.788995995751606,32
381,7980,0.8678797336657046,47,0.7857123685794213,10
382,7981,0.8476837654094231,59,0.8032649658577514,12
383,7983,0.8909630917365379,32,0.8053997927690584,16
384,7984,0.8577650008727734,35,0.7811258052342991,12
385,7985,0.8674037247728595,34,0.8006812334513119,12
386,7986,0.9130231466962295,33,0.8482393666542345,15
387,7987,0.8546644998836438,32,0.8007347069016229,18
388,7988,0.8390177624675068,41,0.7673301765063338,14
389,7990,0.8622461038598532,33,0.7673927932530324,11
390,7991,0.8586407744786522,33,0.810559911222876,10
391,7992,0.8485983907731313,32,0.8077779868275777,10
392,7993,0.8698941787506581,33,0.7720587155887271,10
393,7994,0.8402568024727166,32,0.7576359431018799,18
394,7995,0.9100503635208284,30,0.834607793807141,22
395,7996,0.8637891100822844,34,0.7868992625616864,12
396,7997,0.8447243975058392,50,0.8222666560553094,12
397,7998,0.8262442517650398,48,0.7728116212715282,10
398,7999,0.8432179017337466,34,0.7833646874852245,17
399,8000,0.8464555614036954,34,0.7760824833591483,10
400,8001,0.8187026341564271,54,0.7919095757581193,15
401,8002,0.853012061784146,33,0.7858331838545182,12
402,8004,0.8679764617915338,34,0.813843538965874,12
403,8008,0.8835630745753787,33,0.8783287603437796,16
404,8009,0.812662839929894,33,0.7556968316530019,11
405,8010,0.8616471499620928,33,0.7811191399064439,15
406,8012,0.8372981386177774,39,0.7341953489377152,10
407,8013,0.8104455503769882,33,0.7345302042004211,16
408,8014,0.8695509828384601,33,0.8011759876368681,10
409,8015,0.8492389191833591,33,0.7953724759253278,18
410,8016,0.9167697381749423,34,0.8450078877839511,12
411,8018,0.8577052789934195,33,0.7218160106701561,12
412,8019,0.82001191650321,34,0.7412596754285957,14
413,8021,0.8244187468833567,35,0.7334634147792995,11
414,8022,0.8191905470743917,34,0.7519675688094316,9
415,8023,0.8846211191130651,33,0.7965955431959744,15
416,8024,0.8619750597999081,55,0.7621432914492554,16
417,8026,0.8522959079046617,33,0.7852967956681913,15
418,8027,0.8548397809551077,42,0.802420677993595,9
419,8028,0.7678556050981442,33,0.7466663171698298,11
420,8029,0.8728319452731478,32,0.8218049005376152,16
421,8030,0.8246086386816611,33,0.727852124879694,11
422,8032,0.8587205467242502,32,0.7899307261261213,10
423,8033,0.8560640076040515,59,0.8218306564219118,10
424,8035,0.8638662562525408,34,0.8274910071040903,18
425,8036,0.8452729105102293,32,0.7826318008249368,11
426,8037,0.883865295552353,59,0.7849433874658376,16
427,8038,0.8631989594099865,33,0.7768106617061162,15
428,8040,0.877156005544975,33,0.8194084121905173,18
429,8041,0.8670404330644668,32,0.803276418056962,18
430,8042,0.8806866433171516,32,0.8366966893906609,12
431,8043,0.8861053942978345,34,0.8093863174743323,11
432,8044,0.8625771212681399,33,0.7728052512804874,13
433,8045,0.8844343569404834,32,0.8398544200835063,17
434,8047,0.8820139097304627,32,0.822759283733941,11
435,8048,0.8534630380769344,33,0.7832123320123865,18
436,8049,0.8059121442614618,33,0.743670654930771,13
437,8050,0.887295578819988,32,0.8200378900260634,10
438,8051,0.902491786097551,33,0.7942742616125396,13
439,8052,0.8169301702808435,33,0.7530710130387321,11
440,8054,0.8618651695524087,32,0.8193878490933575,10
441,8056,0.8654859819299477,37,0.8012710217245039,13
442,8057,0.8687794693551107,34,0.8019767382238863,15
443,8058,0.8771567659793545,62,0.833379961601485,24
444,8059,0.7991643698283234,33,0.6974224338178323,12
445,8060,0.8775086163933726,57,0.802255863873647,17
446,8061,0.8492593195078852,38,0.7394030476133999,11
447,8062,0.781012370327976,33,0.7223388104009506,13
448,8063,0.8528793756194044,79,0.7735790726035146,19
449,8064,0.8541571824553359,33,0.8561473236593609,10
450,8065,0.8232533716623885,33,0.7468082912768631,11
451,8066,0.849143064962934,41,0.7818499034328139,12
452,8067,0.8236740836893897,32,0.7272353535425566,11
453,8068,0.8950523126777373,33,0.8015978723249051,10
454,8069,0.8031760546121983,34,0.7302700188224551,11
455,8071,0.827764064911035,33,0.7774244677517672,10
456,8072,0.8813365187850989,55,0.7895051123735661,35
457,8073,0.8626723037554327,32,0.8141186298990526,13
458,8074,0.8442963094791721,32,0.7776460827019611,17
459,8075,0.8926763480082339,33,0.8354019561459756,13
460,8076,0.8508136156531425,52,0.7810952281400675,12
461,8077,0.8603316325957142,33,0.7852812089510345,10
462,8078,0.8871672140521116,33,0.8424711052757805,17
463,8079,0.841510959229476,35,0.7740793881099375,10
464,8080,0.8749080050643994,34,0.8489450672131302,10
465,8081,0.8356729042301919,32,0.7873862835666479,11
466,8082,0.7939276895521804,34,0.7593540016009699,16
467,8084,0.8631514768243014,34,0.7644027142568256,14
468,8085,0.8229533163931027,33,0.7162946958957115,10
469,8086,0.8299949956490311,50,0.7677196559408569,15
470,8087,0.8548870731311292,33,0.7560284259441378,11
471,8088,0.8474277803288005,33,0.7888045359757601,11
472,8089,0.8477397240136979,33,0.8274435041917201,10
473,8090,0.8314186476413779,32,0.7708580323059043,12
474,8091,0.8830904903572399,34,0.8017480227570188,12
475,8092,0.8581492292662682,33,0.8027497685658693,14
476,8095,0.8978607573356315,34,0.8406023892826826,10
477,8096,0.8687900856319044,32,0.8015997260371764,14
478,8097,0.8537879407533462,42,0.7890549244127629,13
479,8098,0.8353441705775696,34,0.7776779631276851,11
480,8100,0.8304730078276213,33,0.7704735896082108,10
481,8101,0.8041498799967055,97,0.7208603863409039,34
482,8102,0.8485913098333527,32,0.7868335732714299,10
483,8103,0.8630026694498969,33,0.8445485254064549,10
484,8104,0.7959042614954318,33,0.7545001007931057,11
485,8105,0.7797826666797298,34,0.6898076390949237,16
486,8108,0.8713206182819206,32,0.7648678998015159,10
487,8109,0.8894621342149709,86,0.8307530863822675,22
488,8110,0.8388038622067834,33,0.7645091640164116,13
489,8111,0.8865705658938066,34,0.8083303002765067,13
490,8112,0.8638830977567085,33,0.8204081832612674,10
491,8113,0.88274633235334,35,0.8235091448790286,10
492,8114,0.8177240333435796,32,0.7613347088505144,16
493,8115,0.8210420191163686,33,0.7937538761775484,11
494,8118,0.7765926322599445,34,0.7183783020898212,13
495,8120,0.8517627767753324,33,0.7651732743610654,11
496,8121,0.9035614779327927,32,0.8692186123057659,16
497,8122,0.8915200992985561,34,0.819462516278419,12
498,8123,0.8079436549978505,30,0.7583884529691467,9
499,8124,0.8906627619867804,32,0.8315872599210582,10
500,8126,0.8527916379747215,33,0.8040487669936149,12
501,8127,0.8011074224288567,33,0.7459603891010113,13
502,8128,0.8029328684177468,33,0.7613116719360207,15
503,8131,0.8709824081271407,34,0.8448045492616526,11
504,8132,0.8092967287299443,51,0.745018952881092,13
505,8134,0.8413461787069445,33,0.7731551403749873,13
506,8136,0.8293562024704257,35,0.7033473975738702,10
507,8137,0.8411677072761663,33,0.7418316891185591,15
508,8138,0.844820559278705,33,0.8049060377449158,13
509,8140,0.891191610343297,33,0.8097001576885142,11
510,8142,0.8594539308725891,33,0.7645099341774324,9
511,8145,0.8680359060103838,33,0.7983820490493089,16
512,8146,0.8901367884489708,45,0.853707263431073,17
513,8147,0.8522695281262734,34,0.7999890053013815,13
514,8149,0.8281723680610484,34,0.783108131664046,10
515,8150,0.8309268943236101,34,0.7786004223212679,17
516,8151,0.8337347175314178,33,0.7405858804500891,11
517,8152,0.8828662816234787,45,0.8089643759675487,22
518,8153,0.8604898612818838,33,0.8035909713401358,10
